url,name,img,name_short,email,city,party,type_nominal,type,circunscription,comission,comity,official_charge,name,comision_charge
"https://diputados.gob.bo/diputados/gustavo-vega-pina","Gustavo Vega Piña","https://diputados.gob.bo/wp-content/uploads/2022/01/09-Gustavo-Vega-Pina-CHUQUISACA-1-e1724949003396.jpg","Gustavo Vega Piña","gustavo.vega@diputados.bo","Chuquisaca","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Constitución, Legislación y Sistema Electoral","Comité de Desarrollo Constitucional y Legislación","","gustavo-vega-pina","Vocal"
"https://diputados.gob.bo/diputados/hector-arce-rodriguez","Héctor Arce Rodríguez","https://diputados.gob.bo/wp-content/uploads/2022/01/41-Hector-Arce-Rodriguez-COCHABAMBA-2-e1724963362201.jpg","Héctor Arce Rodríguez","hector.arce@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-25","Comisión de Política Internacional y Protección al Migrante","Comité de Relaciones Económicas Internacionales","","hector-arce-rodriguez","Vocal"
"https://diputados.gob.bo/diputados/hernan-hinojosa-rojas","Hernán Hinojosa Rojas","https://diputados.gob.bo/wp-content/uploads/2022/01/70-Hernan-Hinojosa-Rojas-SANTA-CRUZ-2-e1724965069985.jpg","Hernán Hinojosa Rojas","hernan.hinojosa@diputados.bo","Santa Cruz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-55","Comisión de Planificación, Política Económica y Finanzas","Comité de Presupuesto, Política Tributaria y Contraloría","","hernan-hinojosa-rojas","Secretario"
"https://diputados.gob.bo/diputados/hernan-isaias-duran-lazo","Hernán Isaías Durán Lazo","https://diputados.gob.bo/wp-content/uploads/2022/01/20-Hernan-Isaias-Duran-Lazo-LA-PAZ-1-e1724959175382.jpg","Hernán Isaías Durán Lazo","hernan.duran@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-14","","Comité de Lucha Contra el Narcotráfico","","hernan-isaias-duran-lazo","Secretario"
"https://diputados.gob.bo/diputados/higinio-farfan-aban","Higinio Farfán Abán","https://diputados.gob.bo/wp-content/uploads/2022/01/91-Higinio-Farfan-Aban-POTOSI-2-e1724966321398.jpg","Higinio Farfán Abán","higinio.farfan@diputados.bo","Potosí","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-37","Comisión de Planificación, Política Económica y Finanzas","Comité de Presupuesto, Política Tributaria y Contraloría","","higinio-farfan-aban","Vocal"
"https://diputados.gob.bo/diputados/honorio-chino-mamani","Honorio Chino Mamani","https://diputados.gob.bo/wp-content/uploads/2022/01/101-Honorio-Chino-Mamani-ORURO-2-e1724966886746.jpg","Honorio Chino Mamani","honorio.chino@diputados.bo","Oruro","MAS IPSP (Movimiento Al Socialismo)","Especial","Titular","","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Jurisdicción Indígena Originaria Campesina","","honorio-chino-mamani","Secretario"
"https://diputados.gob.bo/diputados/ignacio-renan-cabezas-veizan","Ignacio Renán Cabezas Veizan","https://diputados.gob.bo/wp-content/uploads/2022/01/16-Ignacio-Renan-Cabezas-Veizan-LA-PAZ-2-e1724956932721.jpg","Ignacio Renán Cabezas Veizan","ignacio.cabezas@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-11","Comisión de Región Amazónica, Tierra, Territorio, Agua, Recursos Naturales y Medio Ambiente","Comité de Región Amazónica, Tierra y Territorio","","ignacio-renan-cabezas-veizan","Vocal"
"https://diputados.gob.bo/diputados/ingvar-ellefsen-dotzauer","Ingvar Ellefsen Dotzauer","https://diputados.gob.bo/wp-content/uploads/2022/01/21-Ingvar-Ellefsen-Dotzauer-LA-PAZ-1-e1724959239748.jpg","Ingvar Ellefsen Dotzauer","ingvar.ellefsen@diputados.bo","La Paz","CC (Comunidad Ciudadana)","Uninominal","Titular","C-8","Comisión de Naciones y Pueblos Indígena Originario Campesino, Culturas e Interculturalidad","Comité de Hoja de Coca","","ingvar-ellefsen-dotzauer","Vocal"
"https://diputados.gob.bo/diputados/israel-huaytari-martinez","Israel Huaytari Martínez","https://diputados.gob.bo/wp-content/uploads/2022/01/01-Israel-Huaytari-Martinez-Precidente-e1724947380139.jpg","Israel Huaytari Martínez","israel.huaytari@diputados.bo","Potosí","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-39","","","Presidencia","israel-huaytari-martinez",""
"https://diputados.gob.bo/diputados/janira-roman-matijasevic","Janira Román Matijasevic","https://diputados.gob.bo/wp-content/uploads/2022/01/125-Janira-Roman-Matijasevic-BENI-2-e1724968400478.jpg","Janira Román Matijasevic","janira.roman@diputados.bo","Beni","CC (Comunidad Ciudadana)","Plurinominal","Titular","","","Comité de Medio Ambiente, Cambio Climático, Areas Protegidas y Recursos Naturales","","janira-roman-matijasevic","Vocal"
"https://diputados.gob.bo/diputados/jerges-mercado-suarez","Jerges Mercado Suárez","https://diputados.gob.bo/wp-content/uploads/2022/01/72-Jerges-Mercado-Suarez-SANTA-CRUZ-1-e1724965181765.jpg","Jerges Mercado Suárez","jerges.mercado@diputados.bo","Santa Cruz","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Constitución, Legislación y Sistema Electoral","Comité de Control Constitucional y Armonización Legislativa","","jerges-mercado-suarez","Vocal"
"https://diputados.gob.bo/diputados/jhonny-pardo-ramirez","Jhonny Pardo Ramírez","https://diputados.gob.bo/wp-content/uploads/2022/01/57-Jhonny-Pardo-Ramirez-COCHABAMBA-2-e1724964380683.jpg","Jhonny Pardo Ramírez","jhonny.pardo@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Organización Territorial del Estado y Autonomías","Comité de Autonomías Departamentales","","jhonny-pardo-ramirez","Vocal"
"https://diputados.gob.bo/diputados/jorge-yucra-zarate","Jorge Yucra Zárate","https://diputados.gob.bo/wp-content/uploads/2022/01/10-Jorge-Yucra-Zarate-CHUQUISACA-e1724949078899.jpg","Jorge Yucra Zárate","jorge.yucra@diputados.bo","Chuquisaca","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-3","Comisión de Planificación, Política Económica y Finanzas","Comité de Ciencia y Tecnología","","jorge-yucra-zarate","Secretario"
"https://diputados.gob.bo/diputados/jose-carlos-gutierrez-vargas","José Carlos Gutiérrez Vargas","https://diputados.gob.bo/wp-content/uploads/2022/01/69-Jose-Carlos-Gutierrez-Vargas-SANTA-CRUZ-2-e1724964972208.jpg","José Carlos Gutiérrez Vargas","jose.gutierrez@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-45","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Ministerio Público y Defensa Legal del Estado","","jose-carlos-gutierrez-vargas","Vocal"
"https://diputados.gob.bo/diputados/jose-guillermo-benavides-ramos","José Guillermo Benavides Ramos","https://diputados.gob.bo/wp-content/uploads/2022/01/89-Jose-Guillermo-Benavides-Ramos-POTOSI-2-e1724966196452.jpg","José Guillermo Benavides Ramos","jose.benavides@diputados.bo","Potosí","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Economía Plural, Producción e Industria","Comité de Energía e Hidrocarburos","","jose-guillermo-benavides-ramos","Vocal"
"https://diputados.gob.bo/diputados/flores-colquillo-jose-luis","José Luis Flores Colquillo","https://diputados.gob.bo/wp-content/uploads/2022/01/46-Jose-Luis-Flores-Colquillo-COCHABAMBA-2-e1724963856573.jpg","José Luis Flores Colquillo","jose.flores@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Constitución, Legislación y Sistema Electoral","Comité de Desarrollo Constitucional y Legislación","","flores-colquillo-jose-luis","Secretario"
"https://diputados.gob.bo/diputados/jose-luis-porcel-marquina","José Luis Porcel Marquina","https://diputados.gob.bo/wp-content/uploads/2022/01/113-Jose-Luis-Porcel-Marquina-TARIJA-2-e1724967631744.jpg","José Luis Porcel Marquina","jose.porcel@diputados.bo","Tarija","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Planificación, Política Económica y Finanzas","Comité de Política Financiera, Monetaria y de Seguros","","jose-luis-porcel-marquina","Secretario"
"https://diputados.gob.bo/diputados/jose-maldonado-gemio","José Maldonado Gemio","https://diputados.gob.bo/wp-content/uploads/2022/01/06-Jose-Maldonado-Gemio-Tercera-Secretaria-e1724947831701.jpg","José Maldonado Gemio","jose.maldonado@diputados.bo","Cochabamba","CC (Comunidad Ciudadana)","Plurinominal","Titular","","","","Tercera Secretaría","jose-maldonado-gemio",""
"https://diputados.gob.bo/diputados/juan-jose-huanca-mamani","Juan José Huanca Mamani","https://diputados.gob.bo/wp-content/uploads/2022/01/05-Juan-Jose-Huanca-Mamani-Segunda-Secretaria-e1724947704139.jpg","Juan José Huanca Mamani","juan.huanca@diputados.bo","Tarija","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","","","Segunda Secretaría","juan-jose-huanca-mamani",""
"https://diputados.gob.bo/diputados/juan-jose-jauregui-ururi","Juan José Jauregui Ururi","https://diputados.gob.bo/wp-content/uploads/2022/01/103-Juan-Jose-Jauregui-Ururi-ORURO-2-e1724966997762.jpg","Juan José Jauregui Ururi","juan.jauregui@diputados.bo","Oruro","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-30","Comisión de Constitución, Legislación y Sistema Electoral","","","juan-jose-jauregui-ururi","presidencia"
"https://diputados.gob.bo/diputados/juan-jose-torrez-flores","Juan José Torrez Flores","https://diputados.gob.bo/wp-content/uploads/2022/01/99-Juan-Jose-Torrez-Flores-POTOSI-2-e1724966730628.jpg","Juan José Torrez Flores","juan.torrez@diputados.bo","Potosí","CC (Comunidad Ciudadana)","Uninominal","Titular","C-33","Comisión de Economía Plural, Producción e Industria","Comité de Industria, Comercio, Transporte y Turismo","","juan-jose-torrez-flores","Secretario"
"https://diputados.gob.bo/diputados/juan-pardo-guevara","Juan Pardo Guevara","https://diputados.gob.bo/wp-content/uploads/2022/01/95-Juan-Pardo-Guevara-POTOSI-2-e1724966484316.jpg","Juan Pardo Guevara","juan.pardo@diputados.bo","Potosí","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Economía Plural, Producción e Industria","Comité de Agricultura y Ganadería","","juan-pardo-guevara","Vocal"
"https://diputados.gob.bo/diputados/keyla-ortiz-dorado","Keyla Ortiz Dorado","https://diputados.gob.bo/wp-content/uploads/2022/01/124-Keyla-Ortiz-Dorado-BENI-2-e1724968345471.jpg","Keyla Ortiz Dorado","keyla.ortiz@diputados.bo","Beni","CC (Comunidad Ciudadana)","Uninominal","Titular","C-60","Comisión de Economía Plural, Producción e Industria","Comité de Industria, Comercio, Transporte y Turismo","","keyla-ortiz-dorado","Vocal"
"https://diputados.gob.bo/diputados/laura-luisa-nayar-sosa","Laura Luisa Nayar Sosa","https://diputados.gob.bo/wp-content/uploads/2022/01/03-Laura-Luisa-Nayar-Sosa-Segunda-Viceprecidencia-e1724947569329.jpg","Laura Luisa Nayar Sosa","luisa.nayar@diputados.bo","Santa Cruz","CC (Comunidad Ciudadana)","Plurinominal","Titular","","","","Segunda Vicepresidencia","laura-luisa-nayar-sosa",""
"https://diputados.gob.bo/diputados/leonardo-fabian-ayala-soria","Leonardo Fabián Ayala Soria","https://diputados.gob.bo/wp-content/uploads/2022/01/118-Leonardo-Fabian-Ayala-Soria-Leonardo-Fabian-BENI-e1724967983540.jpg","Leonardo Fabián Ayala Soria","leonardo.ayala@diputados.bo","Beni","CREEMOS","Uninominal","Titular","C-61","Comisión de Constitución, Legislación y Sistema Electoral","Comité de Control Constitucional y Armonización Legislativa","","leonardo-fabian-ayala-soria","Secretario"
"https://diputados.gob.bo/diputados/lidia-limon-solis","Lidia Limón Solís","https://diputados.gob.bo/wp-content/uploads/2022/01/05-Lidia-Limon-Solis-CHUQUISACA-1-e1724947666195.jpg","Lidia Limón Solís","lidia.limon@diputados.bo","Chuquisaca","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-4","Comisión de Educación y Salud","","","lidia-limon-solis","Presidenta"
"https://diputados.gob.bo/diputados/lidia-tupa-zelaya","Lidia Tupa Zelaya","https://diputados.gob.bo/wp-content/uploads/2022/01/115-Lidia-Tupa-Zelaya-TARIJA-2-e1724967793616.jpg","Lidia Tupa Zelaya","lidia.tupa@diputados.bo","Tarija","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-43","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Ministerio Público y Defensa Legal del Estado","","lidia-tupa-zelaya","Secretaria"
"https://diputados.gob.bo/diputados/lily-bernabe-colque","Lily Bernabé Colque","https://diputados.gob.bo/wp-content/uploads/2022/01/100-Lily-Bernabe-Colque-ORURO-2-e1724966803296.jpg","Lily Bernabé Colque","lily.bernabe@diputados.bo","Oruro","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Política Internacional y Protección al Migrante","Comité de Política Internacional, Protección al Migrante y Organismos Internacionales","","lily-bernabe-colque","Vocal"
"https://diputados.gob.bo/diputados/lily-gladys-fernandez-vargas","Lily Gladys Fernández Vargas","https://diputados.gob.bo/wp-content/uploads/2022/01/04-Lily-Gladys-Fernandez-Vargas-CHUQUISACA-1-e1724947559270.jpg","Lily Gladys Fernández Vargas","lily.fernandez@diputados.bo","Chuquisaca","CC (Comunidad Ciudadana)","Uninominal","Titular","C-2","Comisión de Constitución, Legislación y Sistema Electoral","Comité de Democracia y Sistema Electoral","","lily-gladys-fernandez-vargas","Vocal"
"https://diputados.gob.bo/diputados/magaly-lourdes-gomez-aranibar","Magaly Lourdes Gómez Aranibar","https://diputados.gob.bo/wp-content/uploads/2022/01/48-Magaly-Lourdes-Gomez-Aranibar-COCHABAMBA-2-e1724963918946.jpg","Magaly Lourdes Gómez Aranibar","magaly.gomez@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Educación y Salud","Comité de Educación","","magaly-lourdes-gomez-aranibar","Secretaria"
"https://diputados.gob.bo/diputados/maria-alanoca-tinta","María Alanoca Tinta","https://diputados.gob.bo/wp-content/uploads/2022/01/12-Maria-Alanoca-Tinta-LA-PAZ-1-e1724949195321.jpg","María Alanoca Tinta","maria.alanoca@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-10","Comisión de Organización Territorial del Estado y Autonomías","Comité de Autonomías Indígena Originaria Campesina","","maria-alanoca-tinta","Vocal"
"https://diputados.gob.bo/diputados/maria-cristina-choque-gutierrez","María Cristina Choque Gutiérrez","https://diputados.gob.bo/wp-content/uploads/2022/01/45-Maria-Cristina-Choque-Gutierrez-COCHABAMBA-2-e1724963797734.jpg","María Cristina Choque Gutiérrez","maria.choque@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-26","Comisión de Planificación, Política Económica y Finanzas","Comité de Política Financiera, Monetaria y de Seguros","","maria-cristina-choque-gutierrez","Vocal"
"https://diputados.gob.bo/diputados/maria-elena-ortega","María Elena Ortega","https://diputados.gob.bo/wp-content/uploads/2022/01/112-Maria-Elena-Ortega-TARIJA-1-e1724967578782.jpg","María Elena Ortega","maria.ortega@diputados.bo","Tarija","CC (Comunidad Ciudadana)","Plurinominal","Titular","","","Comité de Derechos de Género","","maria-elena-ortega","Vocal"
"https://diputados.gob.bo/diputados/maria-elena-pachacute-ticona","María Elena Pachacute Ticona","https://diputados.gob.bo/wp-content/uploads/2022/01/29-Maria-Elena-Pachacute-Ticona-LA-PAZ-2-e1724960003514.jpg","María Elena Pachacute Ticona","maria.pachacute@diputados.bo","La Paz","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Jurisdicción Indígena Originaria Campesina","","maria-elena-pachacute-ticona","Vocal"
"https://diputados.gob.bo/diputados/maria-jose-rodriguez-galvez","María José Rodríguez Gálvez","https://diputados.gob.bo/wp-content/uploads/2022/01/129-Maria-Jose-Rodriguez-Galvez-PANDO-1-e1724968895683.jpg","María José Rodríguez Gálvez","maria.rodriguez@diputados.bo","Pando","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-62","Comisión de Gobierno, Defensa y Fuerzas Armadas","Comité de Seguridad Ciudadana","","maria-jose-rodriguez-galvez","Secretaria"
"https://diputados.gob.bo/diputados/maria-khaline-moreno-cardenas","María Khaline Moreno Cárdenas","https://diputados.gob.bo/wp-content/uploads/2022/01/75-Maria-Khaline-Moreno-Cardenas-SANTA-CRUZ-2-e1724965354834.jpg","María Khaline Moreno Cárdenas","maria.moreno@diputados.bo","Santa Cruz","CREEMOS","Plurinominal","Titular","","","Comité de Gobierno y Policía Boliviana","","maria-khaline-moreno-cardenas","Vocal"
"https://diputados.gob.bo/diputados/maria-rene-alvarez-camacho","María René Álvarez Camacho","https://diputados.gob.bo/wp-content/uploads/2022/01/07-Maria-Rene-Alvarez-Camacho-Cuarta-Secretaria-e1724948019386.jpg","María René Álvarez Camacho","maria.alvarez@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-54","","","Cuarta Secretaría","maria-rene-alvarez-camacho",""
"https://diputados.gob.bo/diputados/mariel-carola-penaloza-lema","Mariel Carola Peñaloza Lema","https://diputados.gob.bo/wp-content/uploads/2022/01/105-Mariel-Carola-Penaloza-Lema-ORURO-2-e1724967139120.jpg","Mariel Carola Peñaloza Lema","mariel.penaloza@diputados.bo","Oruro","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Naciones y Pueblos Indígena Originario Campesino, Culturas e Interculturalidad","Comité de Naciones y Pueblos Indígena Originario Campesinos","","mariel-carola-penaloza-lema","Vocal"
"https://diputados.gob.bo/diputados/mariela-baldivieso-castillo","Mariela Baldivieso Castillo","https://diputados.gob.bo/wp-content/uploads/2022/01/109-Mariela-Baldivieso-Castillo-TARIJA-1-e1724967356482.jpg","Mariela Baldivieso Castillo","mariela.baldivieso@diputados.bo","Tarija","CC (Comunidad Ciudadana)","Uninominal","Titular","C-41","Comisión de Política Social","Comité de Trabajo y Régimen Laboral","","mariela-baldivieso-castillo","Vocal"
"https://diputados.gob.bo/diputados/marina-morales-cardenas","Marina Morales Cárdenas","https://diputados.gob.bo/wp-content/uploads/2022/01/94-Marina-Morales-Cardenas-POTOSI-2-e1724966433797.jpg","Marina Morales Cárdenas","marina.morales@diputados.bo","Potosí","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Gobierno, Defensa y Fuerzas Armadas","Comité de Seguridad Ciudadana","","marina-morales-cardenas","Vocal"
"https://diputados.gob.bo/diputados/marioly-a-daisy-moron-osinaga","Marioly A. Daisy Morón Osinaga","https://diputados.gob.bo/wp-content/uploads/2022/01/76-Marioly-A.-Daisy-Moron-Osinaga-SANTA-CRUZ-1-e1724965405170.jpg","Marioly A. Daisy Morón Osinaga","marioly.moron@diputados.bo","Santa Cruz","CREEMOS","Plurinominal","Titular","","Comisión de Economía Plural, Producción e Industria","Comité de Industria, Comercio, Transporte y Turismo","","marioly-a-daisy-moron-osinaga","Vocal"
"https://diputados.gob.bo/diputados/marlene-fernandez-mejias","Marlene Fernández Mejías","https://diputados.gob.bo/wp-content/uploads/2022/01/03-Marlene-Fernandez-Mejias-CHUQUISACA-1-e1724947285162.jpg","Marlene Fernández Mejías","marlene.fernandez@diputados.bo","Chuquisaca","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Educación y Salud","Comité de Salud, Deportes y Recreación","","marlene-fernandez-mejias","Vocal"
"https://diputados.gob.bo/diputados/mayra-ingrid-zalles-trigo","Mayra Ingrid Zalles Trigo","https://diputados.gob.bo/wp-content/uploads/2022/10/58-Mayra-Ingrid-Zalles-Trigo-COCHABAMBA-1-e1724964437527.jpg","Mayra Ingrid Zalles Trigo","mayra.zalles@diputados.bo","Cochabamba","CC (Comunidad Ciudadana)","Uninominal","Titular","C-20","Comisión de Región Amazónica, Tierra, Territorio, Agua, Recursos Naturales y Medio Ambiente","Comité de Recursos Naturales, Hídricos y Agua","","mayra-ingrid-zalles-trigo","Vocal"
"https://diputados.gob.bo/diputados/miguel-antonio-roca-sanchez","Miguel Antonio Roca Sánchez","https://diputados.gob.bo/wp-content/uploads/2022/01/33-Miguel-Antonio-Roca-Sanchez-LA-PAZ-2-e1724960945490.jpg","Miguel Antonio Roca Sánchez","miguel.roca@diputados.bo","La Paz","CC (Comunidad Ciudadana)","Uninominal","Titular","C-7","Comisión de Organización Territorial del Estado y Autonomías","Comité de Autonomías Municipales y Regionales","","miguel-antonio-roca-sanchez","Vocal"
"https://diputados.gob.bo/diputados/miriam-martinez-michaga","Miriam Martínez Michaga","https://diputados.gob.bo/wp-content/uploads/2022/01/104-Miriam-Martinez-Michaga-ORURO-2-e1724967083263.jpg","Miriam Martínez Michaga","miriam.martinez@diputados.bo","Oruro","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-29","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Ministerio Público y Defensa Legal del Estado","","miriam-martinez-michaga","Vocal"
"https://diputados.gob.bo/diputados/monica-sofia-torres-campuzano","Mónica Sofía Torres Campuzano","https://diputados.gob.bo/wp-content/uploads/2022/01/98-Monica-Sofia-Torres-Campuzano-POTOSI-2-e1724966679589.jpg","Mónica Sofía Torres Campuzano","monica.torres@diputados.bo","Potosí","CC (Comunidad Ciudadana)","Uninominal","Titular","C-34","Comisión de Política Social","Comité de Hábitat, Vivienda y Servicios Básicos","","monica-sofia-torres-campuzano","Vocal"
"https://diputados.gob.bo/diputados/olivia-guachalla-yupanqui","Olivia Guachalla Yupanqui","https://diputados.gob.bo/wp-content/uploads/2022/01/49-Olivia-Guachalla-Yupanqui-COCHABAMBA-2-e1724963986248.jpg","Olivia Guachalla Yupanqui","olivia.guachalla@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-22","Comisión de Derechos Humanos","","","olivia-guachalla-yupanqui","Presidenta"
"https://diputados.gob.bo/diputados/omar-al-yabhat-yujra-santos","Omar Al Yabhat Yujra Santos","https://diputados.gob.bo/wp-content/uploads/2022/01/39-Omar-Al-Yabhat-Yujra-Santos-LA-PAZ-2-e1724962269464.jpg","Omar Al Yabhat Yujra Santos","omar.yujra@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Planificación, Política Económica y Finanzas","","","omar-al-yabhat-yujra-santos","Presidente"
"https://diputados.gob.bo/diputados/omar-jesus-rueda-gutierrez","Omar Jesús Rueda Gutiérrez","https://diputados.gob.bo/wp-content/uploads/2022/01/84-Omar-Jesus-Rueda-Gutierrez-SANTA-CRUZ-2-e1724965901648.jpg","Omar Jesús Rueda Gutiérrez","omar.rueda@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-48","Comisión de Economía Plural, Producción e Industria","Comité de Economía Comunitaria y Social Cooperativa","","omar-jesus-rueda-gutierrez","Secretario"
"https://diputados.gob.bo/diputados/oscar-alberto-balderas-montano","Oscar Alberto Balderas Montaño","https://diputados.gob.bo/wp-content/uploads/2022/01/119-Oscar-Alberto-Balderas-Montano-BENI-2-e1724968044125.jpg","Oscar Alberto Balderas Montaño","oscar.balderas@diputados.bo","Beni","CC (Comunidad Ciudadana)","Plurinominal","Titular","","","Comité de Defensa, FF.AA., Frontera y Defensa Civil","","oscar-alberto-balderas-montano","Secretario"
"https://diputados.gob.bo/diputados/oscar-charles-michel-flores","Oscar Charles Michel Flores","https://diputados.gob.bo/wp-content/uploads/2022/01/73-Oscar-Charles-Michel-Flores-SANTA-CRUZ-2-e1724965238721.jpg","Oscar Charles Michel Flores","oscar.michel@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-50","Comisión de Organización Territorial del Estado y Autonomías","Comité de Autonomías Indígena Originaria Campesina","","oscar-charles-michel-flores","Vocal"
"https://diputados.gob.bo/diputados/pamela-soraya-alurralde-barea","Pamela Soraya Alurralde Barea","https://diputados.gob.bo/wp-content/uploads/2022/01/01-Pamela-Soraya-Alurralde-Barea-CHIQUISACA-e1724946668684.jpg","Pamela Soraya Alurralde Barea","pamela.alurralde@diputados.bo","Chuquisaca","CC (Comunidad Ciudadana)","Plurinominal","Titular","","","Comité de Derechos Humanos e Igualdad de Oportunidades","","pamela-soraya-alurralde-barea","Vocal"
"https://diputados.gob.bo/diputados/pasceza-francisca-quispe-mamani","Pasceza Francisca Quispe Mamani","https://diputados.gob.bo/wp-content/uploads/2022/01/32-Pasceza-Francisca-Quispe-Mamani-LA-PAZ-2-e1724960306837.jpg","Pasceza Francisca Quispe Mamani","pasceza.quispe@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-19","Comisión de Política Internacional y Protección al Migrante","","","pasceza-francisca-quispe-mamani","Presidenta"
"https://diputados.gob.bo/diputados/pascual-pacifico-choque-gallego","Pascual Pacífico Choque Gallego","https://diputados.gob.bo/wp-content/uploads/2022/01/44-Pascual-Pacifico-Choque-Gallego-COCHABAMBA-2-e1724963741373.jpg","Pascual Pacífico Choque Gallego","pascual.choque@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-28","Comisión de Política Social","Comité de Trabajo y Régimen Laboral","","pascual-pacifico-choque-gallego","Secretario"
"https://diputados.gob.bo/diputados/patricio-mendoza-chumpe","Patricio Mendoza Chumpe","https://diputados.gob.bo/wp-content/uploads/2022/01/71-Patricio-Mendoza-Chumpe-SANTA-CRUZ-1-e1724965129329.jpg","Patricio Mendoza Chumpe","patricio.mendoza@diputados.bo","Santa Cruz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-49","","Comité de Medio Ambiente, Cambio Climático, Areas Protegidas y Recursos Naturales","","patricio-mendoza-chumpe","Vocal"
"https://diputados.gob.bo/diputados/pedro-francisco-coro","Pedro Francisco Coro","https://diputados.gob.bo/wp-content/uploads/2022/01/92-Pedro-Francisco-Coro-POTOSI-2-e1724966377747.jpg","Pedro Francisco Coro","pedro.coro@diputados.bo","Potosí","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-35","Comisión de Política Social","Comité de Seguridad Social y de Protección Social","","pedro-francisco-coro","Vocal"
"https://diputados.gob.bo/diputados/quintin-villazon-garnica","Quintín Villazón Garnica","https://diputados.gob.bo/wp-content/uploads/2022/01/108-Quintin-Villazon-Garnica-ORURO-2-e1724967300867.jpg","Quintín Villazón Garnica","quintin.villazon@diputados.bo","Oruro","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-32","Comisión de Naciones y Pueblos Indígena Originario Campesino, Culturas e Interculturalidad","Comité de Hoja de Coca","","quintin-villazon-garnica","Vocal"
"https://diputados.gob.bo/diputados/ramiro-venegas-calderon","Ramiro Venegas Calderón","https://diputados.gob.bo/wp-content/uploads/2022/01/36-Ramiro-Venegas-Calderon-LA-PAZ-2-e1724961997908.jpg","Ramiro Venegas Calderón","ramiro.venegas@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-9","Comisión de Política Social","Comité de Hábitat, Vivienda y Servicios Básicos","","ramiro-venegas-calderon","Vocal"
